"","location_id","location_name","sex_id","sex_name","age_group_id","age_group_name","year_id","measure_id","measure_name","metric_id","metric_name","val","upper","lower"
"33892",83,"Iceland",2,"female",28,"<1 year",1998,26,"Life expectancy",5,"Years",81.6382795676511,82.1464564119344,81.1403428877646
"33894",83,"Iceland",3,"both",28,"<1 year",1998,26,"Life expectancy",5,"Years",79.5389338784876,79.9452796151733,79.1379398390804
"33896",83,"Iceland",1,"male",28,"<1 year",1999,26,"Life expectancy",5,"Years",77.8616205296926,78.3379051732736,77.39981906283
"33898",83,"Iceland",2,"female",28,"<1 year",1999,26,"Life expectancy",5,"Years",81.9359869044973,82.4802288790302,81.4559663450191
"33900",83,"Iceland",3,"both",28,"<1 year",1999,26,"Life expectancy",5,"Years",79.9162647647738,80.3709038957516,79.4936742433835
"33902",83,"Iceland",1,"male",28,"<1 year",2000,26,"Life expectancy",5,"Years",78.40490936956,78.9128480554353,77.9052956551746
"33904",83,"Iceland",2,"female",28,"<1 year",2000,26,"Life expectancy",5,"Years",82.2438253222823,82.8010895596961,81.7222005917939
"33906",83,"Iceland",3,"both",28,"<1 year",2000,26,"Life expectancy",5,"Years",80.3504659674535,80.7880550758089,79.9040817227161
"33908",83,"Iceland",1,"male",28,"<1 year",2001,26,"Life expectancy",5,"Years",78.6128740842553,79.1174611290826,78.1118594928165
"33910",83,"Iceland",2,"female",28,"<1 year",2001,26,"Life expectancy",5,"Years",82.5372238982191,83.1560413019169,81.9519421368343
"33912",83,"Iceland",3,"both",28,"<1 year",2001,26,"Life expectancy",5,"Years",80.5985175034185,81.0793495334292,80.1333007803877
"33914",83,"Iceland",1,"male",28,"<1 year",2002,26,"Life expectancy",5,"Years",78.7927559446947,79.2738146811122,78.2979111315457
"33916",83,"Iceland",2,"female",28,"<1 year",2002,26,"Life expectancy",5,"Years",82.8129719978698,83.5309415588444,82.1525298416072
"33918",83,"Iceland",3,"both",28,"<1 year",2002,26,"Life expectancy",5,"Years",80.820458258726,81.3044278645507,80.367982023433
"33920",83,"Iceland",1,"male",28,"<1 year",2003,26,"Life expectancy",5,"Years",79.1903752830059,79.6757722188676,78.7073176147794
"33922",83,"Iceland",2,"female",28,"<1 year",2003,26,"Life expectancy",5,"Years",83.075920493006,83.8436236817793,82.3666317344062
"33924",83,"Iceland",3,"both",28,"<1 year",2003,26,"Life expectancy",5,"Years",81.1542699774396,81.622648077756,80.6941740491342
"33926",83,"Iceland",1,"male",28,"<1 year",2004,26,"Life expectancy",5,"Years",79.4401847523533,79.9194300742121,78.95372880183
"33928",83,"Iceland",2,"female",28,"<1 year",2004,26,"Life expectancy",5,"Years",83.3696125258069,84.1603697718291,82.6056502116069
"33930",83,"Iceland",3,"both",28,"<1 year",2004,26,"Life expectancy",5,"Years",81.4245755460298,81.8874864621247,80.9657484104159
"33932",83,"Iceland",1,"male",28,"<1 year",2005,26,"Life expectancy",5,"Years",79.522738954975,79.9987086612506,79.0327693325497
"33934",83,"Iceland",2,"female",28,"<1 year",2005,26,"Life expectancy",5,"Years",83.6833119483536,84.4770779455649,82.9202927620886
"33936",83,"Iceland",3,"both",28,"<1 year",2005,26,"Life expectancy",5,"Years",81.6091923605598,82.0752921197287,81.1167785705884
"33938",83,"Iceland",1,"male",28,"<1 year",2006,26,"Life expectancy",5,"Years",79.4776198687235,79.9406974093484,78.9734362186946
"33940",83,"Iceland",2,"female",28,"<1 year",2006,26,"Life expectancy",5,"Years",84.0104518286678,84.772803190917,83.145386658955
"33942",83,"Iceland",3,"both",28,"<1 year",2006,26,"Life expectancy",5,"Years",81.7286995429723,82.211751709039,81.2069158573952
"33944",83,"Iceland",1,"male",28,"<1 year",2007,26,"Life expectancy",5,"Years",79.5069867144979,79.9940505004385,78.9846918361629
"33946",83,"Iceland",2,"female",28,"<1 year",2007,26,"Life expectancy",5,"Years",84.441276618654,85.2212852731506,83.6329958405616
"33948",83,"Iceland",3,"both",28,"<1 year",2007,26,"Life expectancy",5,"Years",81.9352689677991,82.4213111485854,81.4293600168894
"33950",83,"Iceland",1,"male",28,"<1 year",2008,26,"Life expectancy",5,"Years",79.7061744977816,80.1904129832382,79.1950107372163
"33952",83,"Iceland",2,"female",28,"<1 year",2008,26,"Life expectancy",5,"Years",84.8370438206393,85.577445530257,84.0870918096484
"33954",83,"Iceland",3,"both",28,"<1 year",2008,26,"Life expectancy",5,"Years",82.2209760329408,82.7239700547135,81.7347761296786
"33956",83,"Iceland",1,"male",28,"<1 year",2009,26,"Life expectancy",5,"Years",79.7976545319481,80.2861170402178,79.3152017291222
"33958",83,"Iceland",2,"female",28,"<1 year",2009,26,"Life expectancy",5,"Years",85.1717528085117,85.8029944772489,84.4808226062468
"33960",83,"Iceland",3,"both",28,"<1 year",2009,26,"Life expectancy",5,"Years",82.4220625799503,82.9377454867636,81.8808857100204
"33962",83,"Iceland",1,"male",28,"<1 year",2010,26,"Life expectancy",5,"Years",79.9813702319641,80.4705966805067,79.50117699383
"33964",83,"Iceland",2,"female",28,"<1 year",2010,26,"Life expectancy",5,"Years",85.4309852039082,86.0327234378883,84.8099473156581
"33966",83,"Iceland",3,"both",28,"<1 year",2010,26,"Life expectancy",5,"Years",82.6420505950156,83.1672625543391,82.0976382324365
"33968",83,"Iceland",1,"male",28,"<1 year",2011,26,"Life expectancy",5,"Years",80.1477229207366,80.6146260231167,79.6492983866721
"33970",83,"Iceland",2,"female",28,"<1 year",2011,26,"Life expectancy",5,"Years",85.6486712618742,86.2599460686572,84.9729544154
"33972",83,"Iceland",3,"both",28,"<1 year",2011,26,"Life expectancy",5,"Years",82.8324720820037,83.3497898578501,82.2937102745668
"33974",83,"Iceland",1,"male",28,"<1 year",2012,26,"Life expectancy",5,"Years",80.178681010012,80.6601317186641,79.7024702405258
"33976",83,"Iceland",2,"female",28,"<1 year",2012,26,"Life expectancy",5,"Years",85.8535173547189,86.4684717369026,85.1756345310746
"33978",83,"Iceland",3,"both",28,"<1 year",2012,26,"Life expectancy",5,"Years",82.939015280654,83.427947176315,82.4114343699881
"33980",83,"Iceland",1,"male",28,"<1 year",2013,26,"Life expectancy",5,"Years",80.4995501436488,80.9582355251087,79.9787774223687
"33982",83,"Iceland",2,"female",28,"<1 year",2013,26,"Life expectancy",5,"Years",85.9803472253009,86.6073290892332,85.2760510732865
"33984",83,"Iceland",3,"both",28,"<1 year",2013,26,"Life expectancy",5,"Years",83.1768917728329,83.702996243991,82.5998493954318
"33986",83,"Iceland",1,"male",28,"<1 year",2014,26,"Life expectancy",5,"Years",81.2872148162767,81.830272677009,80.7066080153179
"33988",83,"Iceland",2,"female",28,"<1 year",2014,26,"Life expectancy",5,"Years",86.0982148591124,86.7518936917969,85.4494316686652
"33990",83,"Iceland",3,"both",28,"<1 year",2014,26,"Life expectancy",5,"Years",83.6748404528757,84.2497716614933,83.0681591392486
"33992",83,"Iceland",1,"male",28,"<1 year",2015,26,"Life expectancy",5,"Years",81.2854376167846,81.8468495068369,80.6905637528606
"33994",83,"Iceland",2,"female",28,"<1 year",2015,26,"Life expectancy",5,"Years",86.240713030486,86.896031809483,85.5889287281245
"33996",83,"Iceland",3,"both",28,"<1 year",2015,26,"Life expectancy",5,"Years",83.7292080477581,84.339080010692,83.1057672400955
"33998",83,"Iceland",1,"male",28,"<1 year",2016,26,"Life expectancy",5,"Years",81.3152150600453,81.9319795063152,80.6558876584561
"34000",83,"Iceland",2,"female",28,"<1 year",2016,26,"Life expectancy",5,"Years",86.4350675605507,87.1188825105889,85.7208074837414
"34002",83,"Iceland",3,"both",28,"<1 year",2016,26,"Life expectancy",5,"Years",83.8259334981916,84.4585569431617,83.1590872001573
"34004",83,"Iceland",1,"male",28,"<1 year",2017,26,"Life expectancy",5,"Years",81.2771776351231,81.9283841119151,80.5717507153244
"34006",83,"Iceland",2,"female",28,"<1 year",2017,26,"Life expectancy",5,"Years",86.673279306335,87.3545858135031,85.9535297999026
"34008",83,"Iceland",3,"both",28,"<1 year",2017,26,"Life expectancy",5,"Years",83.9046199786955,84.5360926577002,83.2153581148765
"34010",83,"Iceland",1,"male",28,"<1 year",2018,26,"Life expectancy",5,"Years",81.4044518071329,82.1110901278617,80.6213689510711
"34012",83,"Iceland",2,"female",28,"<1 year",2018,26,"Life expectancy",5,"Years",86.786102932667,87.461787293725,86.0379878890274
"34014",83,"Iceland",3,"both",28,"<1 year",2018,26,"Life expectancy",5,"Years",84.0198442686152,84.7209539655097,83.2361698659405
"34016",83,"Iceland",1,"male",28,"<1 year",2019,26,"Life expectancy",5,"Years",81.455103915021,82.272827502071,80.5351513950292
"34018",83,"Iceland",2,"female",28,"<1 year",2019,26,"Life expectancy",5,"Years",86.8525622735119,87.5681050020193,86.0580789719028
"34020",83,"Iceland",3,"both",28,"<1 year",2019,26,"Life expectancy",5,"Years",84.0752040909789,84.8625972040424,83.1854314965634
"38462",94,"Switzerland",1,"male",28,"<1 year",1990,26,"Life expectancy",5,"Years",74.4337279655548,74.5673157553213,74.3144873191576
"38464",94,"Switzerland",2,"female",28,"<1 year",1990,26,"Life expectancy",5,"Years",81.3403383837242,81.4672578639289,81.2100755720161
"38466",94,"Switzerland",3,"both",28,"<1 year",1990,26,"Life expectancy",5,"Years",77.9387250798824,78.0301400368332,77.8412307453085
"38468",94,"Switzerland",1,"male",28,"<1 year",1991,26,"Life expectancy",5,"Years",74.5556384378498,74.68891069473,74.4307588777756
"38470",94,"Switzerland",2,"female",28,"<1 year",1991,26,"Life expectancy",5,"Years",81.5383321182092,81.6656132918987,81.4120279102182
"38472",94,"Switzerland",3,"both",28,"<1 year",1991,26,"Life expectancy",5,"Years",78.0968900094163,78.1900553668504,78.0028809337055
"38474",94,"Switzerland",1,"male",28,"<1 year",1992,26,"Life expectancy",5,"Years",74.9126787788569,75.0474485974892,74.7852522468423
"38476",94,"Switzerland",2,"female",28,"<1 year",1992,26,"Life expectancy",5,"Years",81.7711741772082,81.9147096068826,81.6362079437573
"38478",94,"Switzerland",3,"both",28,"<1 year",1992,26,"Life expectancy",5,"Years",78.4012063047778,78.5057311456593,78.3009854669739
"38480",94,"Switzerland",1,"male",28,"<1 year",1993,26,"Life expectancy",5,"Years",75.3505603796709,75.4982627616561,75.2109664503647
"38482",94,"Switzerland",2,"female",28,"<1 year",1993,26,"Life expectancy",5,"Years",81.9775360010941,82.1029434240737,81.8580142682516
"38484",94,"Switzerland",3,"both",28,"<1 year",1993,26,"Life expectancy",5,"Years",78.7377673484433,78.8416750063127,78.6405420963137
"38486",94,"Switzerland",1,"male",28,"<1 year",1994,26,"Life expectancy",5,"Years",75.6634486555649,75.8047960622376,75.5222341524966
"38488",94,"Switzerland",2,"female",28,"<1 year",1994,26,"Life expectancy",5,"Years",82.1778470126017,82.3141630792598,82.0493971464642
"38490",94,"Switzerland",3,"both",28,"<1 year",1994,26,"Life expectancy",5,"Years",79.0026061522943,79.1027758777449,78.9116312700872
"38492",94,"Switzerland",1,"male",28,"<1 year",1995,26,"Life expectancy",5,"Years",75.6087840745287,75.7465972383866,75.4799783206468
"38494",94,"Switzerland",2,"female",28,"<1 year",1995,26,"Life expectancy",5,"Years",82.0654566210724,82.196525960928,81.9360160786006
"38496",94,"Switzerland",3,"both",28,"<1 year",1995,26,"Life expectancy",5,"Years",78.911850935718,79.0146101262113,78.8146517299922
"38498",94,"Switzerland",1,"male",28,"<1 year",1996,26,"Life expectancy",5,"Years",76.18687302402,76.3242942732801,76.0558919069837
"38500",94,"Switzerland",2,"female",28,"<1 year",1996,26,"Life expectancy",5,"Years",82.3051213822088,82.4232731332533,82.1798692869727
"38502",94,"Switzerland",3,"both",28,"<1 year",1996,26,"Life expectancy",5,"Years",79.3353592385267,79.4365131755825,79.2348178254955
"38504",94,"Switzerland",1,"male",28,"<1 year",1997,26,"Life expectancy",5,"Years",76.5516746793195,76.6883914172391,76.4200352722819
"38506",94,"Switzerland",2,"female",28,"<1 year",1997,26,"Life expectancy",5,"Years",82.459273818782,82.5829801378632,82.3333847886572
"38508",94,"Switzerland",3,"both",28,"<1 year",1997,26,"Life expectancy",5,"Years",79.6020717650888,79.7037181685062,79.5066127277898
"38510",94,"Switzerland",1,"male",28,"<1 year",1998,26,"Life expectancy",5,"Years",76.773532763626,76.9071416721173,76.6385794977015
"38512",94,"Switzerland",2,"female",28,"<1 year",1998,26,"Life expectancy",5,"Years",82.7697061921738,82.9011918964725,82.6347704918011
"38514",94,"Switzerland",3,"both",28,"<1 year",1998,26,"Life expectancy",5,"Years",79.8669379250944,79.963434619451,79.763886388199
"38516",94,"Switzerland",1,"male",28,"<1 year",1999,26,"Life expectancy",5,"Years",77.1507345796363,77.3025447863851,77.0031876818873
"38518",94,"Switzerland",2,"female",28,"<1 year",1999,26,"Life expectancy",5,"Years",82.8883430482946,83.0144884136586,82.7575878436049
"38520",94,"Switzerland",3,"both",28,"<1 year",1999,26,"Life expectancy",5,"Years",80.1218218586127,80.2291945973725,80.0067235286172
"38522",94,"Switzerland",1,"male",28,"<1 year",2000,26,"Life expectancy",5,"Years",77.3730149976574,77.5126170860408,77.2356912659406
"38524",94,"Switzerland",2,"female",28,"<1 year",2000,26,"Life expectancy",5,"Years",83.027302829626,83.1563471473052,82.8984009921946
"38526",94,"Switzerland",3,"both",28,"<1 year",2000,26,"Life expectancy",5,"Years",80.3021123944591,80.4131178525959,80.1832787866254
"38528",94,"Switzerland",1,"male",28,"<1 year",2001,26,"Life expectancy",5,"Years",77.7486948635147,77.8851206147423,77.6092842134635
"38530",94,"Switzerland",2,"female",28,"<1 year",2001,26,"Life expectancy",5,"Years",83.3176666096202,83.4400742351718,83.1874787203671
"38532",94,"Switzerland",3,"both",28,"<1 year",2001,26,"Life expectancy",5,"Years",80.6378004439806,80.7498504562339,80.5271639040303
"38534",94,"Switzerland",1,"male",28,"<1 year",2002,26,"Life expectancy",5,"Years",78.1074986649453,78.2436091464799,77.9675866209351
"38536",94,"Switzerland",2,"female",28,"<1 year",2002,26,"Life expectancy",5,"Years",83.4216069236628,83.5516718289208,83.2945875170327
"38538",94,"Switzerland",3,"both",28,"<1 year",2002,26,"Life expectancy",5,"Years",80.8704697412611,80.9836014278407,80.7688163874624
"38540",94,"Switzerland",1,"male",28,"<1 year",2003,26,"Life expectancy",5,"Years",78.3896481846451,78.5208059404688,78.2628551437217
"38542",94,"Switzerland",2,"female",28,"<1 year",2003,26,"Life expectancy",5,"Years",83.5547453769198,83.6759571551819,83.4313669296931
"38544",94,"Switzerland",3,"both",28,"<1 year",2003,26,"Life expectancy",5,"Years",81.0765640108307,81.1872120761231,80.974234854566
"38546",94,"Switzerland",1,"male",28,"<1 year",2004,26,"Life expectancy",5,"Years",78.8020446310424,78.9386108120463,78.6760475411152
"38548",94,"Switzerland",2,"female",28,"<1 year",2004,26,"Life expectancy",5,"Years",83.8389391167531,83.9663254564334,83.7162012296097
"38550",94,"Switzerland",3,"both",28,"<1 year",2004,26,"Life expectancy",5,"Years",81.4256103098735,81.5398655993495,81.3154039134685
"38552",94,"Switzerland",1,"male",28,"<1 year",2005,26,"Life expectancy",5,"Years",79.0992891084847,79.2322598807767,78.966586747761
"38554",94,"Switzerland",2,"female",28,"<1 year",2005,26,"Life expectancy",5,"Years",84.0797293804037,84.2110388312466,83.9459589945691
"38556",94,"Switzerland",3,"both",28,"<1 year",2005,26,"Life expectancy",5,"Years",81.6945231526087,81.8043986935398,81.578718028031
"38558",94,"Switzerland",1,"male",28,"<1 year",2006,26,"Life expectancy",5,"Years",79.4067779484291,79.5377087784273,79.2746362565167
"38560",94,"Switzerland",2,"female",28,"<1 year",2006,26,"Life expectancy",5,"Years",84.2650297059903,84.4066103822057,84.1283604704282
"38562",94,"Switzerland",3,"both",28,"<1 year",2006,26,"Life expectancy",5,"Years",81.9406537088821,82.0470886770162,81.8297665033495
"38564",94,"Switzerland",1,"male",28,"<1 year",2007,26,"Life expectancy",5,"Years",79.6882216730691,79.8271860677514,79.5432517822783
"38566",94,"Switzerland",2,"female",28,"<1 year",2007,26,"Life expectancy",5,"Years",84.4452618923266,84.5782270244882,84.3111900791208
"38568",94,"Switzerland",3,"both",28,"<1 year",2007,26,"Life expectancy",5,"Years",82.1667220673877,82.2702234664926,82.0643692854022
"38570",94,"Switzerland",1,"male",28,"<1 year",2008,26,"Life expectancy",5,"Years",80.0068764648344,80.1418058390835,79.877227804051
"38572",94,"Switzerland",2,"female",28,"<1 year",2008,26,"Life expectancy",5,"Years",84.5767939345627,84.7071036333683,84.4566962819656
"38574",94,"Switzerland",3,"both",28,"<1 year",2008,26,"Life expectancy",5,"Years",82.3880578869017,82.4911861169887,82.2938070936093
"38576",94,"Switzerland",1,"male",28,"<1 year",2009,26,"Life expectancy",5,"Years",80.1726125869054,80.3020528595962,80.0428986604975
"38578",94,"Switzerland",2,"female",28,"<1 year",2009,26,"Life expectancy",5,"Years",84.6925657207212,84.8240761700239,84.5635900712495
"38580",94,"Switzerland",3,"both",28,"<1 year",2009,26,"Life expectancy",5,"Years",82.522417391669,82.6195494725977,82.4258443279376
"38582",94,"Switzerland",1,"male",28,"<1 year",2010,26,"Life expectancy",5,"Years",80.4878903216617,80.6261759319483,80.3591319480363
"38584",94,"Switzerland",2,"female",28,"<1 year",2010,26,"Life expectancy",5,"Years",84.9047416376655,85.025776725968,84.7803857797436
"38586",94,"Switzerland",3,"both",28,"<1 year",2010,26,"Life expectancy",5,"Years",82.7862864332106,82.8847592023984,82.6876332164437
"38588",94,"Switzerland",1,"male",28,"<1 year",2011,26,"Life expectancy",5,"Years",80.7425842297385,80.8704729293253,80.6122210480303
"38590",94,"Switzerland",2,"female",28,"<1 year",2011,26,"Life expectancy",5,"Years",85.1404039169812,85.268440646627,85.0056335306149
"38592",94,"Switzerland",3,"both",28,"<1 year",2011,26,"Life expectancy",5,"Years",83.0298207472945,83.1244979169777,82.9325181345604
"38594",94,"Switzerland",1,"male",28,"<1 year",2012,26,"Life expectancy",5,"Years",80.9491902743126,81.0704099828302,80.8169322421283
"38596",94,"Switzerland",2,"female",28,"<1 year",2012,26,"Life expectancy",5,"Years",85.145579290079,85.2664758384163,85.0114324867472
"38598",94,"Switzerland",3,"both",28,"<1 year",2012,26,"Life expectancy",5,"Years",83.1291859755887,83.2282304570054,83.0347659302223
"38600",94,"Switzerland",1,"male",28,"<1 year",2013,26,"Life expectancy",5,"Years",81.1070601391127,81.2392295949919,80.9766541923224
"38602",94,"Switzerland",2,"female",28,"<1 year",2013,26,"Life expectancy",5,"Years",85.2729172764006,85.3988116064845,85.1399132516129
"38604",94,"Switzerland",3,"both",28,"<1 year",2013,26,"Life expectancy",5,"Years",83.2661271106295,83.36226497637,83.1739871253193
"38606",94,"Switzerland",1,"male",28,"<1 year",2014,26,"Life expectancy",5,"Years",81.3487872237628,81.4887606421936,81.2142907337668
"38608",94,"Switzerland",2,"female",28,"<1 year",2014,26,"Life expectancy",5,"Years",85.4515828639364,85.5800674577879,85.3172127954862
"38610",94,"Switzerland",3,"both",28,"<1 year",2014,26,"Life expectancy",5,"Years",83.4734087732713,83.571557322147,83.3717957563274
"38612",94,"Switzerland",1,"male",28,"<1 year",2015,26,"Life expectancy",5,"Years",81.4717139074474,81.6145035910027,81.3294774815955
"38614",94,"Switzerland",2,"female",28,"<1 year",2015,26,"Life expectancy",5,"Years",85.5599531595001,85.69479418816,85.4183983600998
"38616",94,"Switzerland",3,"both",28,"<1 year",2015,26,"Life expectancy",5,"Years",83.5842551355798,83.7047542627955,83.4638358194248
"38618",94,"Switzerland",1,"male",28,"<1 year",2016,26,"Life expectancy",5,"Years",81.7959810938017,81.9614277146408,81.6343893824493
"38620",94,"Switzerland",2,"female",28,"<1 year",2016,26,"Life expectancy",5,"Years",85.6246006822039,85.7665995281992,85.4681095923708
"38622",94,"Switzerland",3,"both",28,"<1 year",2016,26,"Life expectancy",5,"Years",83.7783195964971,83.9322947538844,83.6267532719188
"38624",94,"Switzerland",1,"male",28,"<1 year",2017,26,"Life expectancy",5,"Years",81.9038909006948,82.1032336574912,81.7031140947782
"38626",94,"Switzerland",2,"female",28,"<1 year",2017,26,"Life expectancy",5,"Years",85.7214759850161,85.8971318190984,85.5572781624564
"38628",94,"Switzerland",3,"both",28,"<1 year",2017,26,"Life expectancy",5,"Years",83.8752034880173,84.0583835204249,83.6915654432434
"38630",94,"Switzerland",1,"male",28,"<1 year",2018,26,"Life expectancy",5,"Years",81.9859983487912,82.2204835090787,81.7426045627326
"38632",94,"Switzerland",2,"female",28,"<1 year",2018,26,"Life expectancy",5,"Years",85.7647980608401,85.9547633780475,85.5778555747226
"38634",94,"Switzerland",3,"both",28,"<1 year",2018,26,"Life expectancy",5,"Years",83.929427530712,84.1364752207354,83.7286580385846
"38636",94,"Switzerland",1,"male",28,"<1 year",2019,26,"Life expectancy",5,"Years",82.049202482616,82.2999517690078,81.7837765416565
"38638",94,"Switzerland",2,"female",28,"<1 year",2019,26,"Life expectancy",5,"Years",85.8182513576543,86.018862924308,85.6053064595707
"38640",94,"Switzerland",3,"both",28,"<1 year",2019,26,"Life expectancy",5,"Years",83.980769290852,84.210802620178,83.7369245625078
